2	414	1	20.078798	21.463651	21.602544	22.859445	22.871963	
4	223	1	5.031606	7.588873	9.458427	10.026376	10.870560	
6	482	1	26.614421	31.086493	30.180199	31.851902	30.884348	
7	3997	1	90.832295	165.380734	164.326509	191.736229	194.400194	
11	4236	1	133.549310	197.586549	191.553580	212.662664	213.811264	
12	1579	1	55.019980	71.342824	75.033917	82.411104	84.149742	
14	1452	1	14.152225	38.798074	45.785726	52.990192	57.307049	
15	556	1	6.214143	14.555169	19.453103	22.288835	24.413317	
16	2338	1	32.198201	68.649439	80.752411	94.892917	101.953885	
18	480	1	10.244882	17.931990	19.026902	20.100125	21.026494	
19	575	1	8.330498	19.756767	22.839793	26.246927	27.453894	
20	2	1	0.005270	0.119961	0.117609	0.122537	0.126930	
22	464	1	29.899754	27.931673	32.089623	30.302873	31.714191	
23	4991	1	102.938201	187.730462	189.062017	221.777519	228.133823	
24	128	1	7.645445	7.571421	8.688607	8.742242	8.905654	
25	1737	1	22.364763	50.545026	54.125821	61.548909	65.073909	
26	442	1	6.364475	18.021199	18.481734	20.799853	21.501424	
27	24	1	3.524425	2.892764	2.225746	2.684998	2.015094	
28	37	1	1.353397	2.227598	2.500099	2.295628	2.458208	
30	3	1	0.339254	0.249575	0.183341	0.158138	0.158233	
32	408	1	31.814814	28.403687	28.513834	28.665330	27.686564	
34	1098	1	13.214381	27.460540	33.878407	39.860977	43.016705	
35	1484	1	23.507740	51.639575	55.115030	64.362892	67.250326	
36	307	1	6.146812	12.721323	15.037075	15.816922	16.847221	
37	351	1	32.275394	19.671688	21.937525	21.805380	21.261815	
38	324	1	4.618167	10.999302	13.596546	14.823441	16.079580	
39	166	1	4.008427	7.231518	7.747266	8.209288	8.597040	
40	3	1	0.020489	0.291747	0.218435	0.224558	0.227418	
41	607	1	12.174770	22.450698	23.902573	26.696434	27.416944	
42	32	1	1.955823	2.278607	2.349927	2.246051	2.278538	
43	590	1	5.081126	13.782045	16.121364	18.729850	20.375072	
45	37	1	2.490555	2.547342	1.874492	2.027825	1.822917	
46	9	1	2.286012	1.124501	1.428795	1.085659	1.104238	
48	7202	1	197.716103	256.928666	271.023697	304.453021	311.996029	
49	102	1	13.399602	7.785559	8.342006	8.247461	7.919235	
50	2	1	0.064575	0.187189	0.125093	0.127138	0.123308	
51	1406	1	12.047612	36.102968	46.811508	54.869817	60.161346	
52	241	1	3.721737	9.995296	10.418887	10.897681	11.314949	
54	9856	1	383.500350	495.571267	463.159087	527.985640	516.216466	
55	3057	1	42.660715	111.246047	124.964580	141.905177	149.652407	
57	1069	1	16.932002	31.644686	39.398183	45.097320	48.625399	
59	25	1	2.262763	2.816939	2.320948	2.583207	2.216932	
60	711	1	16.147225	31.700122	31.756025	35.853429	36.465553	
63	300	1	9.569500	12.056027	13.756225	14.864041	15.815913	
64	384	1	16.666689	26.951762	27.652026	28.759474	29.051355	
65	152	1	5.467862	6.177817	6.970911	7.094111	7.524158	
66	1	1	0.002075	0.055217	0.064495	0.062615	0.066083	
67	1621	1	35.838369	65.961660	69.638239	76.888408	79.644706	
68	437	1	15.375388	19.221974	20.804684	22.278536	23.215013	
69	1	1	0.002075	0.055217	0.064495	0.062615	0.066083	
72	390	1	14.411924	18.825301	20.778052	21.338412	22.315016	
76	7	1	0.133277	0.817846	0.474221	0.570990	0.483349	
77	45	1	0.305998	1.576978	2.131830	2.186668	2.390145	
79	73	1	4.869864	4.683594	4.667883	4.676035	4.649668	
80	34	1	3.631782	3.888711	2.980824	3.323131	2.847395	
81	123	1	4.252587	6.893191	7.210714	7.978716	8.099761	
82	7	1	0.232623	1.173202	0.658177	0.908727	0.645399	
83	458	1	13.423569	19.962585	21.710367	24.006632	24.320155	
84	627	1	9.375028	19.573218	23.671411	25.465179	27.764738	
85	35	1	1.667638	1.020142	1.286128	1.403226	1.523234	
86	1389	1	31.881177	46.299833	52.175094	57.929131	61.830561	
87	549	1	21.638985	39.930680	35.984984	40.448528	38.028374	
88	156	1	3.307240	9.050389	8.265095	9.470054	8.994017	
89	10	1	0.906722	0.429416	0.530226	0.496355	0.523868	
91	2780	1	48.924232	108.405582	110.740345	129.605193	133.252137	
92	1129	1	19.979573	38.496584	41.590078	47.034064	48.732897	
93	2682	1	118.193737	230.364652	176.059083	202.905663	184.316458	
94	1216	1	10.797546	23.650495	31.947867	36.936467	41.067779	
95	885	1	18.543637	30.952917	33.977935	38.929277	40.352209	
100	1245	1	22.076668	48.495103	51.354254	58.686104	60.574519	
101	13	1	2.051344	0.413664	0.770451	0.563037	0.667308	
102	224	1	3.097751	7.906405	9.000477	9.372256	10.210182	
103	2718	1	35.750038	67.501260	78.287558	91.442426	98.795154	
104	1418	1	36.368056	59.701129	60.415373	68.424555	69.746146	
105	478	1	5.968602	19.909825	22.039055	24.253551	25.386816	
106	577	1	12.565700	20.958523	21.457367	24.703499	24.496535	
108	577	1	10.293809	14.990396	19.862076	22.317636	25.048740	
109	4034	1	47.171981	121.320374	135.109456	159.295213	168.702779	
110	45	1	1.473594	2.170033	2.166353	2.413195	2.435517	
112	1004	1	19.627312	40.893069	44.431445	49.704414	51.705296	
113	78	1	5.720070	6.760321	6.368180	6.592485	6.408728	
114	1170	1	14.442407	33.131564	39.946517	46.767187	50.265965	
115	19	1	1.511491	1.759382	1.412872	1.295922	1.256367	
117	1480	1	19.048590	55.084062	59.884073	68.484812	71.445687	
118	2513	1	126.466156	62.520489	78.445143	84.069632	90.237546	
120	6	1	0.528772	0.498229	0.494186	0.446789	0.452390	
121	212	1	4.783035	6.987443	8.329077	8.759865	9.641537	
