1	13	1	4.278305	1.200971	2.517281	1.251267	1.838310	
3	10	1	0.489498	2.636989	0.779073	2.175396	0.813800	
5	2	1	0.153846	0.549822	0.201131	0.330826	0.199518	
8	5	1	0.816311	1.116569	0.722783	0.830209	0.654181	
9	17	1	2.710428	1.438579	1.717683	1.420640	1.481139	
10	13	1	10.200000	1.584226	8.680877	2.019107	7.480443	
13	256	1	1.723203	5.118906	6.503217	7.271996	8.141065	
17	5	1	0.088719	1.136831	0.315838	1.053336	0.331477	
21	368	1	8.153891	25.431354	24.781715	28.655120	28.054552	
29	355	1	7.186915	21.743338	22.258341	25.986983	25.773739	
31	26	1	2.343574	2.502218	2.474920	2.567474	2.441510	
33	380	1	9.520217	26.916625	25.599642	29.555319	28.991852	
44	54	1	3.697155	4.701639	4.059237	4.443286	4.089596	
47	18	1	2.784641	0.828038	1.046662	0.717608	0.741186	
53	1171	1	5.545666	13.217994	16.359137	19.777110	22.535282	
56	136	1	4.844659	4.560355	5.047459	5.204209	5.485667	
58	3	1	0.029322	0.206277	0.225557	0.199003	0.221003	
61	2	1	0.040536	0.467705	0.229886	0.320647	0.254931	
62	164	1	3.972241	6.615293	6.453733	6.994222	6.899551	
70	154	1	4.204063	9.778896	10.645837	11.422690	11.484566	
71	10	1	0.404222	1.010980	0.777217	0.827045	0.772694	
73	334	1	27.575433	29.199993	27.633616	30.058712	28.416859	
74	249	1	10.423984	14.850041	17.558935	18.965831	19.514115	
75	7	1	1.041433	0.422887	0.503288	0.463722	0.497289	
78	47	1	7.245309	4.222513	4.985659	4.571814	4.488750	
90	61	1	6.705922	3.414467	4.168097	3.811565	4.000446	
96	27	1	3.422142	2.815662	2.486172	2.741737	2.368981	
97	457	1	16.347353	11.712114	12.300794	14.060371	14.561294	
98	36	1	1.082197	2.151117	2.448759	2.447798	2.552577	
99	263	1	6.081438	16.833395	17.945721	20.001476	20.207319	
107	225	1	8.295878	14.801898	15.943101	17.634368	17.762854	
111	22	1	5.537513	1.450110	2.744073	1.710426	2.019739	
116	58	1	10.190946	5.083245	6.220635	5.317693	5.276195	
119	10	1	2.113613	0.751838	0.961370	0.645685	0.682497	
123	841	1	9.330736	18.517998	21.549457	24.179483	26.385768	
127	127	1	6.363609	5.991896	5.980072	6.132570	6.209188	
130	167	1	18.075604	10.981770	13.084878	12.126688	12.386855	
131	11	1	2.316374	0.627104	1.121378	0.660940	0.850962	
138	4	1	0.064170	0.506784	0.251906	0.319494	0.273438	
139	402	1	14.565711	33.459329	28.890824	32.758711	31.188565	
140	140	1	3.059055	6.137406	5.804980	6.010043	6.004309	
145	7	1	0.420612	0.658847	0.520698	0.564221	0.543528	
148	25	1	1.513459	1.751645	2.080198	1.866635	1.954146	
149	116	1	12.425043	5.591565	6.894396	6.124184	6.265962	
154	3287	1	23.131901	54.104426	63.696122	75.052563	82.756314	
155	23	1	4.412081	3.001459	3.035851	2.759159	2.610153	
156	147	1	9.399848	10.568628	9.441759	10.169493	9.511001	
158	69	1	8.616169	6.468845	6.206807	6.701578	5.783933	
161	611	1	32.149919	43.916184	41.724971	48.564549	46.097754	
167	270	1	19.009005	19.733838	18.688702	21.832734	20.163507	
168	2	1	0.102075	0.266578	0.139679	0.158752	0.130651	
171	363	1	23.042764	28.543356	27.507766	28.569648	27.656245	
172	37	1	4.175198	3.409252	3.500388	3.298463	3.306012	
176	2	1	0.016567	0.180089	0.158246	0.152568	0.163207	
179	2131	1	26.411099	35.981307	44.147625	50.533161	55.998630	
182	19	1	5.256888	2.117171	2.888363	2.178881	2.182267	
186	17	1	1.886524	1.143944	1.637959	1.307518	1.479829	
187	22	1	1.187853	1.821894	1.399125	1.657617	1.470376	
188	2	1	0.027075	0.195427	0.157871	0.175104	0.163521	
190	2	1	0.016567	0.180089	0.158246	0.152568	0.163207	
193	26	1	11.651034	2.504788	6.880401	3.044024	4.764149	
196	43	1	10.823452	4.493895	7.414220	5.316218	6.184905	
199	267	1	15.678161	17.761189	18.928323	20.014599	20.238085	
205	12	1	2.055524	1.982173	1.388183	1.727224	1.199507	
209	22	1	1.542105	0.568743	0.625638	0.557581	0.601208	
213	13	1	0.437528	1.584548	1.145154	1.336088	1.174608	
214	5	1	0.216868	0.272148	0.458091	0.362682	0.421225	
219	367	1	15.336298	30.515907	29.325908	31.808299	31.045009	
221	18	1	3.104622	1.707195	2.023355	1.703679	1.732237	
223	48	1	0.580875	3.180256	3.211196	3.682699	3.731966	
230	496	1	17.730661	34.104084	32.484213	37.127364	36.405508	
231	7	1	0.212967	0.575081	0.455141	0.508365	0.467916	
232	7	1	0.789612	1.018516	0.735904	0.751588	0.658833	
233	11	1	1.212330	1.037347	0.691411	0.763436	0.635202	
236	36	1	3.027248	3.400508	3.399617	3.399655	3.380334	
237	170	1	13.351379	11.666671	10.693134	11.262012	10.547979	
238	111	1	4.765815	6.312980	7.632760	8.404466	8.773900	
